Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
c-12,c-17,c-6,2221,F9,DEN,SEA,1024,Y
c-3,c-28,c-1,1319,US,MCO,PIT,834,Y
c-9,c-22,c-4,1331,NW,GSP,DTW,508,Y
c-12,c-14,c-3,1128,DL,PVD,ATL,903,Y
c-8,c-22,c-1,1250,OO,DEN,STL,770,Y
c-7,c-1,c-5,1604,CO,ORD,EWR,719,Y
c-7,c-1,c-5,1015,WN,PVD,PHL,238,N
c-11,c-27,c-7,1622,OH,CVG,SGF,491,N
c-2,c-24,c-4,921,AA,DFW,MCO,984,N
c-8,c-6,c-6,1536,NW,DTW,BWI,408,Y
c-5,c-23,c-1,1523,MQ,SBA,LAX,89,N
c-1,c-26,c-3,1013,UA,DEN,CLT,1337,N
c-12,c-11,c-7,1156,DL,SDF,ATL,321,N
c-10,c-25,c-2,1804,HP,JFK,PHX,2153,N
c-2,c-21,c-1,1405,UA,DEN,ATL,1199,Y
c-11,c-30,c-3,557,CO,PHL,IAH,1324,N
c-4,c-15,c-5,1146,NW,LAN,DTW,74,N
c-8,c-8,c-1,736,WN,PHX,BWI,1999,N
c-1,c-13,c-4,1346,UA,LAX,ORD,1745,Y
c-1,c-9,c-7,857,NW,BIL,MSP,748,N
c-10,c-3,c-1,1341,CO,PBI,EWR,1024,Y
c-3,c-16,c-3,1549,MQ,ORD,ORF,717,Y
c-8,c-12,c-5,1509,HP,PHX,BWI,1999,N
c-1,c-7,c-5,1340,WN,SAN,PHX,304,Y
c-11,c-5,c-6,1706,OO,BHM,ORD,584,Y
c-12,c-17,c-6,2252,CO,SEA,ANC,1449,Y
c-11,c-4,c-5,1304,XE,IAH,TYS,772,N
c-4,c-12,c-2,1601,US,PIT,CLT,366,Y
c-3,c-19,c-6,1327,US,DCA,JAX,634,N
c-10,c-2,c-7,1519,US,BOS,LGA,185,Y
c-9,c-12,c-1,1010,WN,SDF,MCO,718,N
c-12,c-9,c-5,1731,FL,ATL,PHL,665,N
c-8,c-21,c-7,1752,NW,MEM,MSP,700,Y
c-2,c-26,c-6,740,EV,LIT,SLC,1156,Y
c-1,c-14,c-5,1611,FL,ATL,FLL,581,Y
c-9,c-6,c-2,749,OO,SYR,ORD,607,N
c-11,c-4,c-5,1930,WN,SMF,PDX,479,Y
c-7,c-1,c-5,55,AS,ANC,DEN,2406,Y
c-7,c-10,c-7,600,UA,SMF,DEN,910,N
c-12,c-10,c-6,2238,DL,ATL,STL,483,N
c-9,c-8,c-4,1835,HP,ABQ,PHX,328,Y
c-6,c-15,c-3,2020,DH,IAD,BOS,413,Y
c-9,c-22,c-4,905,MQ,ORD,BNA,409,Y
c-3,c-16,c-3,640,EV,PWM,ATL,1027,Y
c-3,c-18,c-5,1436,OO,SBP,LAX,155,Y
c-1,c-23,c-7,946,OO,LAS,FAT,258,Y
c-5,c-6,c-5,1323,MQ,BOS,STL,1046,N
c-7,c-2,c-6,723,UA,IAH,ORD,925,Y
c-12,c-16,c-5,1916,AA,DFW,PSP,1126,Y
c-2,c-9,c-3,1442,UA,DEN,PDX,992,N
c-10,c-7,c-5,2151,MQ,RDU,BOS,612,Y
c-9,c-22,c-4,1227,WN,SJC,BUR,296,Y
c-4,c-25,c-1,1234,DL,CVG,DFW,812,N
c-1,c-20,c-4,820,UA,IAD,ORD,589,N
c-11,c-15,c-2,2017,MQ,RDU,BDL,532,Y
c-3,c-17,c-4,920,WN,LAS,SAN,258,Y
c-5,c-22,c-7,1537,CO,IAH,ORD,925,N
c-6,c-3,c-5,1954,DL,ATL,RNO,1993,Y
c-3,c-29,c-2,1207,AA,MIA,ORD,1197,Y
c-3,c-8,c-2,956,OO,SEA,SLC,689,Y
c-2,c-11,c-5,2138,DH,IAD,PIT,183,N
c-8,c-12,c-5,2100,WN,PHX,ELP,347,Y
c-5,c-10,c-2,1022,OH,CHS,LGA,641,N
c-7,c-27,c-3,2121,OH,TYS,CVG,226,Y
c-7,c-15,c-5,940,AA,DFW,SFO,1464,N
c-12,c-23,c-5,2028,AS,FAI,ANC,261,Y
c-12,c-3,c-6,954,OO,SLC,ELP,693,N
c-12,c-26,c-1,734,NW,MCI,MEM,392,Y
c-6,c-3,c-5,2121,US,PHL,DEN,1557,Y
c-9,c-26,c-1,1045,WN,SMF,PHX,647,N
c-1,c-11,c-2,1320,WN,MDW,MCO,989,N
c-8,c-9,c-2,923,DH,IAD,TYS,419,Y
c-8,c-6,c-6,1203,DL,ATL,MCI,692,N
c-4,c-27,c-3,645,WN,CLE,BWI,314,N
c-7,c-28,c-4,635,WN,RNO,PHX,601,N
c-9,c-22,c-4,1542,OO,SLC,PSP,541,N
c-10,c-17,c-1,646,DL,JFK,LAX,2475,N
c-1,c-21,c-5,648,WN,PHL,MDW,668,Y
c-3,c-17,c-4,1839,EV,ATL,TLH,223,Y
c-11,c-23,c-3,2125,OH,DTW,CVG,229,Y
c-7,c-14,c-4,2351,AA,DFW,SAN,1171,Y
c-12,c-15,c-4,1152,NW,MSP,SAN,1532,Y
c-8,c-5,c-5,1557,DL,LAX,JFK,2475,N
c-10,c-6,c-4,1525,OH,CVG,BGM,506,N
c-8,c-3,c-3,1008,UA,DEN,EWR,1605,N
c-7,c-15,c-5,1253,US,CLT,TPA,508,Y
c-3,c-27,c-7,1530,DL,GSP,ATL,153,Y
c-12,c-13,c-2,1150,US,BUF,CLT,546,Y
c-6,c-18,c-6,934,DL,FLL,ATL,581,N
c-7,c-12,c-2,1235,AA,TUS,DFW,813,Y
c-4,c-24,c-7,1643,MQ,DFW,TYR,103,N
c-3,c-22,c-2,935,XE,DFW,GUC,678,N
c-6,c-15,c-3,1810,WN,ABQ,DAL,580,Y
c-3,c-31,c-4,924,DL,SFO,SLC,599,N
c-6,c-3,c-5,1245,AA,DFW,DTW,987,N
c-4,c-17,c-7,1800,MQ,ORD,GRR,137,Y
c-11,c-18,c-5,1957,HP,DTW,PHX,1671,Y
c-7,c-7,c-4,1815,NW,DTW,BWI,408,Y
c-1,c-11,c-2,2146,US,CLT,ALB,646,Y
c-3,c-15,c-2,1343,OH,CVG,JAN,555,N
c-5,c-9,c-1,600,WN,TUS,LAS,365,N
c-1,c-6,c-4,1912,CO,DTW,EWR,487,Y
c-1,c-18,c-2,2223,OO,LAX,IYK,123,N
c-9,c-23,c-5,1228,NW,PHX,MSP,1276,Y
c-1,c-17,c-1,1415,WN,OAK,SEA,671,Y
c-12,c-7,c-3,2030,WN,PHX,AUS,872,Y
c-7,c-30,c-6,1705,MQ,JFK,RDU,426,N
c-7,c-19,c-2,1543,UA,MCO,IAD,758,N
c-7,c-24,c-7,2102,UA,ORD,LAX,1745,Y
c-10,c-15,c-6,1630,WN,TPA,FLL,197,Y
c-5,c-26,c-4,2155,NW,MSP,SMF,1518,Y
c-4,c-3,c-7,1834,DH,IAD,RDU,224,Y
c-2,c-20,c-7,911,NW,DTW,IAH,1076,N
c-8,c-30,c-2,1313,MQ,SJC,SNA,342,Y
c-12,c-22,c-4,1802,WN,SAN,LAS,258,Y
c-3,c-12,c-6,1915,CO,MCO,EWR,938,N
c-4,c-19,c-2,707,AA,STL,ORD,258,N
c-5,c-19,c-4,749,EV,BTR,CVG,693,Y
c-1,c-10,c-1,823,US,CLT,BUF,546,N
c-6,c-10,c-5,1104,B6,BUR,JFK,2465,Y
c-3,c-11,c-5,1735,WN,DAL,AUS,189,Y
c-5,c-28,c-6,1229,DL,DCA,LGA,214,N
c-3,c-14,c-1,1646,UA,BOS,DEN,1754,N
c-11,c-28,c-1,1258,MQ,DCA,LGA,214,Y
c-5,c-16,c-1,1604,AA,DFW,ABQ,569,Y
c-12,c-5,c-1,1234,DL,MSP,ATL,906,Y
c-7,c-20,c-3,635,OO,COS,DEN,72,N
c-6,c-7,c-2,2015,WN,HOU,BWI,1246,N
c-11,c-14,c-1,542,FL,CAK,ATL,528,N
c-10,c-14,c-5,2135,WN,LAS,OAK,407,Y
c-8,c-21,c-7,1949,US,DCA,FLL,899,Y
c-10,c-26,c-3,1141,DL,LAX,JFK,2475,N
c-6,c-21,c-2,746,OO,TUS,SLC,601,N
c-7,c-11,c-1,1650,WN,PVD,MCO,1073,N
c-12,c-18,c-7,2032,WN,BOI,RNO,335,Y
c-6,c-10,c-5,1635,EV,CVG,SHV,686,Y
c-8,c-19,c-5,1732,XE,IAH,DAL,217,N
c-6,c-11,c-6,2027,DL,CVG,SFO,2036,N
c-12,c-17,c-6,623,MQ,LGA,RDU,431,N
c-8,c-13,c-6,1212,FL,ATL,FNT,644,N
c-3,c-16,c-3,711,DL,LGA,PBI,1035,N
c-7,c-10,c-7,1953,US,DCA,MCI,950,Y
c-1,c-30,c-7,1254,AA,DFW,TUS,813,Y
c-5,c-1,c-7,1936,EV,TLH,ATL,223,N
c-1,c-26,c-3,656,NW,MSP,DTW,528,N
c-3,c-15,c-2,1839,UA,OMA,DEN,472,N
c-12,c-20,c-2,2100,EV,ATL,EVV,350,N
c-2,c-17,c-4,635,WN,BWI,TPA,842,N
c-9,c-11,c-7,1005,DL,SLC,CVG,1449,N
c-1,c-12,c-3,1503,DL,CVG,ORD,264,Y
c-3,c-25,c-5,1830,WN,BNA,MDW,395,Y
c-11,c-29,c-2,903,DL,CLT,ATL,227,N
c-7,c-16,c-6,826,MQ,BOS,BWI,370,N
c-3,c-23,c-3,1100,WN,SAN,ABQ,628,N
c-1,c-5,c-3,1330,NW,MSP,TPA,1307,Y
c-10,c-31,c-1,953,US,DCA,PVD,357,N
c-8,c-2,c-2,1152,MQ,LAW,DFW,140,Y
c-7,c-17,c-7,1330,XE,BHM,IAH,562,Y
c-7,c-30,c-6,1144,DL,ATL,MIA,595,N
c-6,c-17,c-5,1443,OH,CVG,TOL,181,N
c-7,c-26,c-2,1512,AA,SEA,ORD,1721,Y
c-11,c-20,c-7,2028,DL,BOS,TPA,1185,Y
c-1,c-29,c-6,909,US,CLT,EGE,1455,Y
c-5,c-14,c-6,1753,OH,CVG,MCI,539,N
c-6,c-25,c-6,1845,HP,IAH,PHX,1009,Y
c-1,c-25,c-2,703,NW,MKE,DTW,238,N
c-9,c-2,c-5,1425,B6,FLL,IAD,901,N
c-7,c-10,c-7,1145,DL,MCO,JFK,944,Y
c-8,c-21,c-7,933,US,CLT,DFW,936,N
c-5,c-4,c-3,2318,US,PHL,MCO,861,Y
c-8,c-18,c-4,1445,EV,ATL,MGM,147,Y
c-11,c-20,c-7,1225,AS,SEA,SAN,1050,N
c-4,c-9,c-6,1500,WN,LAS,RNO,345,Y
c-10,c-7,c-5,554,XE,LEX,CLE,275,N
c-12,c-16,c-5,1144,B6,JFK,BOS,187,N
c-12,c-13,c-2,1001,B6,OAK,BOS,2693,N
c-5,c-13,c-5,905,WN,LAS,OAK,407,N
c-9,c-19,c-1,1849,NW,DTW,SYR,374,Y
c-7,c-11,c-1,1215,WN,MDW,TPA,997,Y
c-1,c-18,c-2,1741,UA,ORD,PHX,1440,Y
c-7,c-18,c-1,1909,NW,CLE,MSP,622,Y
c-7,c-14,c-4,739,DL,BNA,ATL,214,Y
c-4,c-30,c-6,1244,DL,ATL,COS,1185,Y
c-9,c-18,c-7,1427,EV,OMA,ATL,821,N
c-2,c-13,c-7,1530,US,PHL,CMH,405,N
c-1,c-9,c-7,2205,WN,MCI,PHX,1044,Y
c-6,c-5,c-7,1610,WN,FLL,MDW,1166,Y
c-2,c-27,c-7,920,EV,AVP,ATL,714,Y
c-1,c-2,c-7,614,DL,ORD,CVG,264,N
c-6,c-24,c-5,1836,AS,LAS,ANC,2304,Y
c-1,c-19,c-3,2113,XE,IAH,MCI,643,N
c-3,c-12,c-6,1057,MQ,MKE,ORD,67,N
c-7,c-23,c-6,1702,WN,HOU,TUL,453,Y
c-8,c-6,c-6,1108,MQ,GSO,DFW,999,Y
c-12,c-20,c-2,1330,WN,LAS,SAN,258,N
c-10,c-19,c-3,1035,DL,ATL,BOS,946,N
c-4,c-4,c-1,1332,NW,DTW,PVD,614,N
c-11,c-16,c-3,1505,WN,DAL,AUS,189,N
c-11,c-6,c-7,942,NW,STL,DTW,440,N
c-2,c-15,c-2,1051,XE,DFW,CLE,1021,N
c-3,c-30,c-3,2334,WN,MDW,STL,251,Y
c-2,c-3,c-4,1824,AA,MEM,DFW,432,Y
c-10,c-25,c-2,1140,OO,DEN,BUR,850,N
c-6,c-25,c-6,1316,DL,CVG,RSW,879,Y
c-3,c-18,c-5,1808,B6,JFK,MCO,944,N
c-11,c-23,c-3,1844,XE,IAH,TLH,658,N
c-11,c-15,c-2,654,OO,BHM,ORD,584,N
c-1,c-26,c-3,2140,OO,SFO,SBA,262,Y
c-1,c-24,c-1,1907,CO,MCO,EWR,938,Y
c-6,c-1,c-3,1857,AS,ANC,OTZ,549,Y
c-7,c-14,c-4,1646,DL,AUS,ATL,813,Y
c-7,c-8,c-5,2055,AA,DFW,SJC,1438,Y
c-7,c-29,c-5,1010,WN,BWI,SDF,495,N
c-10,c-9,c-7,1122,OO,BUR,DEN,850,N
c-2,c-11,c-5,914,CO,EWR,MSY,1167,N
c-12,c-28,c-3,1605,WN,PDX,SLC,630,Y
c-12,c-17,c-6,820,HP,PHX,SMF,647,N
c-12,c-30,c-5,640,CO,SNA,IAH,1347,N
c-7,c-20,c-3,1156,NW,DTW,MBS,98,N
c-3,c-28,c-1,945,DL,EWR,CVG,569,Y
c-8,c-2,c-2,1214,HP,PHX,BWI,1999,N
c-10,c-6,c-4,1737,DL,EWR,ATL,745,Y
c-1,c-10,c-1,1550,AA,SFO,LAX,337,Y
c-4,c-26,c-2,1549,EV,ATL,AUS,813,N
c-3,c-7,c-1,959,AS,SEA,PHX,1107,N
c-7,c-20,c-3,1944,MQ,DFW,ICT,328,Y
c-8,c-31,c-3,1311,HP,PHX,DEN,602,N
c-12,c-29,c-4,1905,WN,ABQ,ELP,223,Y
c-8,c-1,c-1,856,AS,SEA,LGB,965,Y
c-10,c-20,c-4,1402,UA,SNA,ORD,1726,N
c-6,c-19,c-7,1340,US,FLL,PHL,992,N
c-6,c-30,c-4,2003,EV,FWA,ATL,508,N
c-1,c-3,c-1,1758,AS,ANC,OTZ,549,Y
c-3,c-4,c-5,1832,NW,CLE,MSP,622,N
c-4,c-18,c-1,2025,WN,PVD,PHL,238,N
c-6,c-26,c-7,733,MQ,CID,ORD,196,Y
c-3,c-1,c-2,1800,AA,LAX,KOA,2504,N
c-12,c-13,c-2,1010,AA,EWR,ORD,719,N
c-4,c-5,c-2,1335,OH,CAK,ATL,528,N
c-2,c-10,c-4,809,OO,ORD,BNA,409,Y
c-7,c-12,c-2,2217,AA,SFO,JFK,2586,Y
c-7,c-14,c-4,1910,DL,RIC,ATL,481,Y
c-10,c-12,c-3,2156,NW,MSP,LAS,1300,Y
c-1,c-25,c-2,802,MQ,ORD,CLE,316,N
c-11,c-2,c-3,1924,OH,CVG,ABE,503,N
c-1,c-11,c-2,2015,AA,ORD,AUS,978,Y
c-5,c-7,c-6,1125,UA,DEN,RNO,804,N
c-6,c-21,c-2,812,HP,SNA,PHX,338,N
c-7,c-28,c-4,1641,HP,LAS,ORD,1515,Y
c-5,c-20,c-5,1653,CO,MDW,EWR,711,Y
c-12,c-4,c-7,1550,MQ,DFW,SGF,364,Y
c-11,c-14,c-1,628,NW,BNA,DTW,457,N
c-6,c-29,c-3,1548,UA,MCO,ORD,1005,Y
c-9,c-27,c-2,1500,AA,DTW,DFW,987,N
c-4,c-4,c-1,1045,XE,EWR,MKE,725,N
c-9,c-22,c-4,1727,OO,OAK,LAX,337,N
c-11,c-26,c-6,1336,OO,SLC,SEA,689,Y
c-6,c-13,c-1,1606,AA,LAS,LAX,236,Y
c-7,c-30,c-6,1010,WN,PHX,LAX,370,N
c-7,c-10,c-7,801,UA,ORD,PDX,1739,N
c-8,c-8,c-1,1054,XE,DAL,IAH,217,N
c-1,c-17,c-1,931,WN,TPA,MDW,997,Y
c-7,c-19,c-2,1704,MQ,ORD,DSM,299,N
c-3,c-1,c-2,1643,HP,RDU,PHX,1891,N
c-3,c-28,c-1,1627,MQ,DFW,GGG,140,Y
c-11,c-25,c-5,1733,HP,MCI,PHX,1044,N
c-7,c-14,c-4,2035,WN,ELP,LBB,295,Y
c-6,c-22,c-3,1506,HP,PHX,PIT,1813,N
c-3,c-22,c-2,1020,DL,ATL,RSW,515,N
c-7,c-14,c-4,1409,DL,ATL,PHX,1587,N
c-8,c-28,c-7,704,AA,BWI,DFW,1217,N
c-12,c-5,c-1,953,MQ,CMI,ORD,135,N
c-5,c-26,c-4,1805,NW,LGA,MSP,1020,Y
c-12,c-15,c-4,1615,WN,OAK,RNO,180,N
c-6,c-23,c-4,2111,AS,KTN,SIT,183,Y
c-10,c-2,c-7,1202,AA,DFW,BOS,1562,N
c-3,c-26,c-6,1505,DH,IAD,BDL,326,N
c-11,c-5,c-6,1253,FL,LAS,DFW,1055,Y
c-5,c-2,c-1,1837,AA,DFW,TUS,813,N
c-6,c-28,c-2,805,DL,ATL,AUS,813,N
c-12,c-15,c-4,1819,DL,FLL,LAX,2342,N
c-8,c-29,c-1,819,DL,ATL,PHX,1587,N
c-6,c-23,c-4,2011,US,PHL,ORF,211,Y
c-11,c-29,c-2,946,HA,HNL,LIH,102,N
c-4,c-30,c-6,1605,FL,MEM,ATL,332,Y
c-8,c-26,c-5,1745,WN,TPA,MDW,997,Y
c-1,c-4,c-2,1630,WN,PHX,SNA,338,N
c-5,c-9,c-1,1115,WN,OAK,BUR,325,Y
c-6,c-30,c-4,1231,US,BOS,LGA,185,Y
c-8,c-18,c-4,2025,WN,ELP,AUS,528,Y
c-8,c-1,c-1,1025,WN,SAN,LAS,258,Y
c-11,c-26,c-6,1420,WN,MCI,MDW,405,N
c-4,c-1,c-5,1242,US,MIA,CLT,650,N
c-3,c-29,c-2,810,OH,CAK,ATL,528,Y
c-7,c-16,c-6,2033,AA,ORD,DCA,612,Y
c-12,c-19,c-1,1316,DL,ATL,JAN,341,Y
c-2,c-13,c-7,844,NW,STL,MSP,449,N
c-7,c-25,c-1,1850,UA,DCA,ORD,612,Y
c-8,c-1,c-1,1955,US,RDU,CLT,130,Y
c-2,c-6,c-7,1840,OH,RDU,BOS,612,N
c-2,c-16,c-3,1456,AA,DFW,SAT,247,N
c-3,c-26,c-6,1036,MQ,SAN,LAX,109,N
c-2,c-7,c-1,604,UA,ORD,LAX,1745,N
c-8,c-31,c-3,637,CO,EWR,ATL,745,N
c-4,c-8,c-5,1859,UA,ORD,MHT,843,N
c-9,c-11,c-7,1305,NW,DTW,DEN,1123,Y
c-3,c-13,c-7,559,OO,CMH,ORD,296,N
c-2,c-18,c-5,1204,WN,SAN,SJC,417,Y
c-5,c-18,c-3,1157,OO,DEN,SBA,916,N
c-1,c-28,c-5,1134,AS,PSG,JNU,123,N
c-2,c-28,c-1,1150,DL,ATL,COS,1185,Y
c-12,c-5,c-1,1900,WN,STL,CLE,487,N
c-7,c-5,c-2,938,MQ,LGA,GRR,618,N
c-2,c-1,c-2,1958,OH,JFK,BNA,766,Y
c-1,c-31,c-1,637,DH,CHS,IAD,441,N
c-8,c-30,c-2,1218,NW,DTW,ORD,235,Y
c-11,c-20,c-7,1102,OH,CVG,TPA,773,Y
c-2,c-3,c-4,754,XE,IAH,CRP,201,N
c-4,c-2,c-6,1140,HP,PHX,LAS,256,Y
c-12,c-30,c-5,950,WN,BWI,BUF,281,N
c-7,c-25,c-1,1512,OO,CMH,ORD,296,Y
c-11,c-18,c-5,845,WN,LAX,BNA,1797,N
c-2,c-21,c-1,1030,XE,IAH,OMA,781,Y
c-3,c-9,c-3,2030,WN,BNA,CLE,448,Y
c-8,c-29,c-1,1324,US,BOS,PHL,280,N
c-2,c-26,c-6,612,DL,LEX,ATL,303,N
c-9,c-29,c-4,1933,US,CLT,SYR,603,Y
c-4,c-25,c-1,800,OO,PHX,SLC,507,N
c-2,c-4,c-5,901,AA,ORD,IAH,925,Y
c-8,c-27,c-6,1015,WN,PIT,PHL,267,N
c-1,c-4,c-2,1833,WN,FLL,TPA,197,Y
c-4,c-20,c-3,1959,DL,MCI,ATL,692,N
c-6,c-3,c-5,1940,UA,SFO,LAX,337,Y
c-3,c-27,c-7,1631,FL,MEM,ATL,332,Y
c-10,c-31,c-1,1840,OO,SLC,SNA,588,N
c-4,c-20,c-3,1631,US,PBI,CLT,590,N
c-5,c-17,c-2,1215,UA,DEN,EWR,1605,N
c-3,c-9,c-3,1728,AA,FLL,ORD,1182,Y
c-7,c-23,c-6,1839,US,PHL,MIA,1013,Y
c-8,c-4,c-4,1320,WN,LAS,PHX,256,Y
c-7,c-15,c-5,50,OH,MCO,RDU,534,Y
c-7,c-30,c-6,1527,OO,DEN,CID,692,Y
c-12,c-13,c-2,1610,EV,TOL,ATL,549,N
c-8,c-16,c-2,1010,WN,DAL,LBB,293,Y
c-7,c-11,c-1,655,OH,LEX,CVG,70,N
c-10,c-9,c-7,1357,MQ,MKE,ORD,67,N
c-5,c-21,c-6,2111,UA,DEN,OKC,495,N
c-5,c-23,c-1,1452,MQ,ORD,ALB,723,Y
c-8,c-1,c-1,727,DL,ATL,MCI,692,N
c-5,c-5,c-4,2027,US,BOS,LGA,185,Y
c-4,c-1,c-5,1710,WN,HOU,STL,687,Y
c-2,c-14,c-1,1128,OO,SAN,LAX,109,N
c-1,c-3,c-1,635,UA,LAS,DEN,629,N
c-7,c-21,c-4,819,CO,MFE,IAH,316,N
c-4,c-2,c-6,735,MQ,ORD,CMH,296,Y
c-9,c-20,c-2,641,XE,LEX,IAH,828,N
c-6,c-4,c-6,841,DL,ATL,LAS,1747,N
c-8,c-24,c-3,1458,AA,DFW,DTW,987,N
c-10,c-27,c-4,1938,FL,CLT,ATL,227,Y
c-11,c-14,c-1,1200,UA,DFW,ORD,802,N
c-8,c-11,c-4,1320,OH,CVG,IND,98,Y
c-9,c-19,c-1,1918,DL,FLL,ATL,581,N
c-4,c-27,c-3,625,DL,SAT,CVG,1024,N
c-2,c-24,c-4,1849,AS,PSP,SEA,987,Y
c-3,c-7,c-1,648,MQ,SJT,DFW,228,N
c-8,c-7,c-7,2118,OO,SMF,SFO,86,Y
c-1,c-15,c-6,1738,WN,ONT,SJC,333,N
c-11,c-1,c-2,1715,OH,MCI,CVG,539,N
c-3,c-17,c-4,1752,AS,ANC,SEA,1449,Y
c-11,c-7,c-1,1947,NW,DTW,DFW,987,Y
c-2,c-2,c-3,1518,US,DCA,MCO,759,N
c-6,c-13,c-1,1015,WN,MDW,BDL,777,Y
c-8,c-15,c-1,1555,OO,SLC,FAT,501,N
c-9,c-23,c-5,1605,WN,LAS,BUR,223,Y
c-5,c-30,c-1,1801,XE,SAV,IAH,851,N
c-3,c-28,c-1,2122,NW,MSP,RAP,490,Y
c-3,c-27,c-7,1424,XE,IAH,TUS,936,N
c-7,c-11,c-1,1920,WN,MDW,MCI,405,N
c-9,c-5,c-1,1156,US,LGA,BOS,185,N
c-1,c-27,c-4,1203,XE,CMH,EWR,462,N
c-8,c-9,c-2,1749,OO,PSP,LAX,110,Y
c-5,c-20,c-5,1600,XE,BWI,EWR,169,Y
c-7,c-14,c-4,2205,DL,ATL,CHS,259,Y
c-11,c-9,c-3,1300,WN,LAX,MCI,1363,Y
c-4,c-13,c-3,1507,UA,SAN,SFO,447,N
c-4,c-11,c-1,2200,HP,PHX,JFK,2153,N
c-2,c-28,c-1,819,XE,ATL,CLE,554,Y
c-2,c-17,c-4,1110,AA,ABQ,DFW,569,N
c-2,c-21,c-1,1855,US,DTW,CLT,500,Y
c-1,c-21,c-5,1238,DH,IAD,BOS,413,Y
c-12,c-16,c-5,1208,DL,ATL,MCI,692,N
c-4,c-7,c-4,1836,NW,RDU,MSP,981,Y
c-3,c-9,c-3,1558,US,CLT,DTW,500,N
c-5,c-13,c-5,913,US,CLT,PIT,366,N
c-11,c-9,c-3,1328,FL,ATL,MEM,332,Y
c-8,c-5,c-5,605,WN,OMA,MDW,423,N
c-7,c-26,c-2,1100,F9,DEN,BWI,1491,Y
c-8,c-9,c-2,1455,AA,SFO,DFW,1464,Y
c-11,c-10,c-4,958,OO,SAN,LAX,109,N
c-11,c-14,c-1,636,XE,RIC,CLE,362,N
c-12,c-6,c-2,1920,XE,CVG,EWR,569,N
c-5,c-6,c-5,1238,DL,CVG,LGA,585,N
c-1,c-21,c-5,849,UA,DEN,SMF,910,N
c-2,c-18,c-5,2002,WN,OAK,BUR,325,Y
c-2,c-6,c-7,1055,WN,PDX,SJC,569,N
c-11,c-9,c-3,1302,XE,IAH,BHM,562,N
c-6,c-23,c-4,2247,OH,CVG,BTV,702,Y
c-3,c-11,c-5,939,MQ,DFW,GRK,134,N
c-12,c-6,c-2,1259,DH,SYR,IAD,296,N
c-9,c-8,c-4,1639,DL,PHL,ATL,665,N
c-8,c-15,c-1,1459,CO,IAH,LAX,1379,Y
c-1,c-7,c-5,1740,CO,PIT,IAH,1117,N
c-5,c-5,c-4,1752,AA,DFW,SAT,247,N
c-4,c-29,c-5,1020,OH,GRB,CVG,416,N
c-6,c-23,c-4,2129,EV,ATL,MCN,79,N
c-12,c-25,c-7,2045,WN,SJC,ONT,333,Y
c-7,c-20,c-3,1826,XE,DAL,IAH,217,Y
c-5,c-27,c-5,709,XE,DSM,IAH,802,N
c-4,c-14,c-4,720,XE,DSM,IAH,802,N
c-5,c-26,c-4,536,EV,GRR,ATL,640,N
c-3,c-18,c-5,2043,OH,CVG,MYR,489,N
c-9,c-22,c-4,1607,MQ,ORD,MKE,67,Y
c-12,c-15,c-4,1552,DH,IAD,ORD,589,Y
c-7,c-11,c-1,1910,F9,MDW,DEN,895,Y
c-8,c-2,c-2,1030,EV,TOL,ATL,549,N
c-4,c-28,c-4,2107,EV,ATL,XNA,589,N
c-7,c-18,c-1,1651,XE,CLE,DFW,1021,N
c-4,c-1,c-5,1718,DL,BWI,SLC,1864,Y
c-3,c-14,c-1,732,XE,IAH,XNA,438,N
c-11,c-15,c-2,1904,CO,IAH,MFE,316,Y
c-10,c-29,c-6,1649,OO,SLC,HLN,402,N
c-9,c-19,c-1,1244,DH,CLT,IAD,321,N
c-1,c-4,c-2,1330,OH,MCO,CVG,756,Y
c-3,c-1,c-2,1319,MQ,MEM,DFW,432,N
c-10,c-8,c-6,1403,MQ,PIA,DFW,673,N
c-11,c-9,c-3,1015,WN,MDW,DTW,229,N
c-8,c-15,c-1,2036,WN,HOU,TUL,453,Y
c-11,c-1,c-2,1640,WN,SMF,SAN,480,N
c-11,c-13,c-7,2054,AA,MIA,ORD,1197,Y
c-7,c-14,c-4,1017,DL,ATL,ORF,516,N
c-9,c-12,c-1,1136,AA,DFW,MFE,468,N
c-3,c-11,c-5,754,HP,PIT,PHX,1813,Y
c-7,c-31,c-7,1221,US,SFO,CLT,2296,N
c-6,c-2,c-4,1242,WN,OAK,SNA,371,Y
c-11,c-28,c-1,1454,MQ,ORD,ICT,588,N
c-3,c-4,c-5,1324,OO,ORD,MBS,222,N
c-11,c-6,c-7,2055,XE,OKC,EWR,1325,Y
c-9,c-26,c-1,908,MQ,ORD,BNA,409,Y
c-12,c-8,c-4,653,AA,TUS,DFW,813,N
c-5,c-16,c-1,1438,MQ,ORD,FWA,157,N
c-2,c-28,c-1,1832,DL,EWR,ATL,745,Y
c-5,c-12,c-4,1352,OO,RDD,SFO,199,N
c-5,c-12,c-4,1525,OH,RDU,CVG,390,N
c-8,c-17,c-3,933,DL,CVG,LEX,70,Y
c-5,c-3,c-2,1255,CO,MYR,EWR,550,N
c-4,c-24,c-7,2010,UA,ORD,LAX,1745,N
c-3,c-1,c-2,1057,UA,SFO,PDX,550,N
c-2,c-20,c-7,1729,OO,DEN,COS,72,Y
